eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord,shotAssist
pass,successful,south,646.36664,southCenterNZ,nz,evenStrength,0,311,1462,80264,-1.318748474,0.755882263,0
reception,successful,regular,647.43335,southCenterNZ,nz,evenStrength,0,311,108339,80264,-15.9040451,-9.302940369,0
pass,failed,north,648.4,southCenterNZ,nz,evenStrength,0,311,108339,80264,-24.95698547,-12.82352829,0
pass,failed,south,655.6,southWestBoardsNZ,nz,evenStrength,0,311,1462,80264,-0.312866211,-40.98823547,0
pass,successful,eastwest,659.2,southCenterNZ,nz,evenStrength,0,311,1462,80264,-19.92757416,-8.297058105,0
reception,successful,regular,659.9,northCenterNZ,nz,evenStrength,0,311,113401,80264,5.722427368,2.264705658,0
pass,failed,d2doffboards,666.5333,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-96.76263428,-5.282352448,0
pass,successful,none,668.4667,outsideNorthWest,oz,evenStrength,0,311,108339,80264,78.64889526,-40.48529053,0
pass,successful,d2doffboards,674.63336,outsideNorthWestDZ,dz,evenStrength,0,315,121680,5152,-92.23616791,20.36764526,0
reception,successful,regular,676.3333,outsideNorthEastDZ,dz,evenStrength,0,315,110856,5152,-93.74498749,-26.40588188,0
pass,successful,d2d,676.4,outsideNorthEastDZ,dz,evenStrength,0,315,110856,5152,-93.74498749,-26.40588188,0
reception,successful,regular,677.5333,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-94.24793243,-20.87352943,0
pass,successful,d2d,677.8,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-94.75086975,-17.85588264,0
reception,successful,regular,679.56665,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-95.2538147,7.794116974,0
pass,successful,stretchoffboards,681,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-92.73910522,29.42058563,0
reception,successful,regular,682.36664,northEastBoardsNZ,nz,evenStrength,0,315,121680,5152,18.91383362,37.97058868,0
pass,failed,eastwestoffboards,689.36664,westPoint,oz,evenStrength,0,311,446706,80264,30.87734222,-39.47940826,0
pass,failed,outletoffboards,693.9,eastPointDZ,dz,evenStrength,0,315,110856,5152,-50.49205017,-35.96176529,0
pass,successful,southoffboards,695.36664,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,9.250869751,24.89705849,0
reception,successful,regular,696.3333,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,7.742050171,37.47058868,0
pass,successful,south,699.9667,southWestBoardsNZ,nz,evenStrength,0,315,110856,5152,-17.8008728,-24.89705849,0
reception,successful,regular,700.76666,centerPointDZ,dz,evenStrength,0,315,20161,5152,-33.89498901,0.25,0
pass,successful,d2d,702.26666,centerPointDZ,dz,evenStrength,0,315,20161,5152,-36.91263962,9.302940369,0
reception,successful,regular,703.26666,eastPointDZ,dz,evenStrength,0,315,20775372,5152,-37.41558075,-31.4352932,0
pass,successful,stretch,704.5,eastPointDZ,dz,evenStrength,0,315,20775372,5152,-28.36264038,-31.93823624,0
reception,successful,regular,705.1,northWestBoardsNZ,nz,evenStrength,0,315,126723,5152,10.86677551,-37.47058868,0
pass,failed,d2doffboards,708.23334,outsideNorthWestDZ,dz,evenStrength,0,311,5152,80264,-91.33735657,9.3058815,0
pass,failed,northoffboards,712.43335,outsideNorthWest,oz,evenStrength,0,315,126723,5152,69.71089172,-39.48235321,0
pass,failed,slot,715.3333,outsideNorthWest,oz,evenStrength,0,315,126723,5152,91.84030151,-30.42941284,0
pass,successful,northoffboards,717.8,outsideNorthWest,oz,evenStrength,0,315,80518,5152,98.37854004,-5.785293579,0
reception,successful,regular,719.5333,outsideNorthEast,oz,evenStrength,0,315,82048,5152,93.34912109,25.39705658,0
pass,failed,slot,720.1,outsideNorthEast,oz,evenStrength,0,315,82048,5152,93.34912109,22.88235474,0
reception,failed,regular,720.6,innerSlot,oz,evenStrength,0,315,126723,5152,72.72854614,3.770587921,0
pass,failed,northoffboards,724.86664,westPoint,oz,evenStrength,0,315,126723,5152,36.021698,-38.97941208,0
pass,failed,northoffboards,729.13336,eastPoint,oz,evenStrength,0,315,82048,5152,42.55992126,37.46764374,0
pass,successful,d2doffboards,731.9,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-94.86581421,-7.794116974,0
reception,successful,regular,733.43335,outsideNorthEastDZ,dz,evenStrength,0,311,1312,80264,-86.31581116,-35.45587921,0
pass,successful,outlet,733.63336,outsideNorthEastDZ,dz,evenStrength,0,311,1312,80264,-84.80699158,-33.94705963,0
reception,successful,regular,734.4667,outsideNorthEastDZ,dz,evenStrength,0,311,112050,80264,-62.67756653,-35.45587921,0
shot,successful,outside,741.0333,centerPoint,oz,evenStrength,0,311,112050,80264,37.40769958,-4.776470184,1
pass,successful,ozentry,751.06665,northWestBoardsNZ,nz,evenStrength,0,311,370192,80264,22.31948853,-37.46764374,0
reception,successful,ozentry,751.5,centerPoint,oz,evenStrength,0,311,112050,80264,31.37242889,-12.32058716,0
pass,successful,north,751.5333,centerPoint,oz,evenStrength,0,311,112050,80264,32.37831116,-12.32058716,0
reception,successful,regular,753.13336,westPoint,oz,evenStrength,0,311,109964,80264,34.39007568,-20.36764526,0
pass,failed,north,753.26666,centerPoint,oz,evenStrength,0,311,109964,80264,41.43125153,-10.81176376,0
pass,successful,d2d,756.06665,eastOuterSlotDZ,dz,evenStrength,0,315,56711,5152,-76.63713074,-14.83823586,0
reception,successful,regular,757,outsideNorthWestDZ,dz,evenStrength,0,315,202206,5152,-83.67830658,29.92353058,0
pass,failed,stretch,768.4667,centerPointDZ,dz,evenStrength,0,315,202206,5152,-49.47830963,2.261764526,0
pass,failed,outletoffboards,772.56665,outsideNorthWestDZ,dz,evenStrength,0,311,5152,80264,-95.87168884,3.270587921,0
pass,failed,outlet,776.93335,outsideNorthEastDZ,dz,evenStrength,0,311,2546838,80264,-57.1452179,-38.473526,0
pass,successful,south,779.56665,northEastBoardsNZ,nz,evenStrength,0,315,54915,5152,3.330513,37.97058868,0
reception,successful,regular,780.1,southEastBoardsNZ,nz,evenStrength,0,315,79380,5152,-24.33125305,31.9352951,0
pass,successful,d2d,783.9667,westPointDZ,dz,evenStrength,0,315,79380,5152,-43.95381546,36.46176147,0
reception,successful,regular,784.4667,centerPointDZ,dz,evenStrength,0,315,400162,5152,-53.00675583,-1.258823395,0
pass,successful,d2doffboards,791.5333,outsideNorthEastDZ,dz,evenStrength,0,311,5814,80264,-86.8187561,-31.43235016,0
reception,successful,regular,793.73334,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-94.86581421,27.91470528,0
pass,successful,d2d,796.5,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-84.30404663,37.47058868,0
reception,successful,regular,797.13336,outsideNorthWestDZ,dz,evenStrength,0,311,5814,80264,-71.22756958,34.45294189,0
pass,successful,north,800.2,southCenterNZ,nz,evenStrength,0,315,79380,5152,-21.82440186,-9.808822632,0
reception,successful,regular,800.93335,southWestBoardsNZ,nz,evenStrength,0,315,400162,5152,-16.29205322,-31.4352932,0
pass,failed,stretchoffboards,801.86664,eastPointDZ,dz,evenStrength,0,315,400162,5152,-37.41558075,-36.96764755,0
pass,successful,outlet,809.4667,centerPointDZ,dz,evenStrength,0,311,80,80264,-51.10992432,9.3058815,0
reception,successful,regular,810.4,eastPointDZ,dz,evenStrength,0,311,94531,80264,-27.97463989,-39.98235321,0
pass,successful,north,810.9667,southWestBoardsNZ,nz,evenStrength,0,311,94531,80264,-16.40698242,-38.97647095,0
reception,successful,regular,811.56665,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,9.745956421,-23.888237,0
pass,failed,north,820.36664,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-13.2743988,37.46764374,0
pass,successful,d2d,822.36664,centerPointDZ,dz,evenStrength,0,311,80,80264,-35.51875305,1.761764526,0
reception,successful,regular,823.06665,eastPointDZ,dz,evenStrength,0,311,94531,80264,-49.60110474,-34.95294189,0
pass,successful,stretch,823.9667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-62.67756653,-38.473526,0
reception,successful,regular,825.0333,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,4.716545105,-36.46176147,0
pass,successful,north,825.1,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,4.716545105,-36.46176147,0
reception,successful,regular,825.63336,northCenterNZ,nz,evenStrength,0,311,1731661,80264,17.29007721,-0.25,0
shot,successful,slot,827.56665,westOuterSlot,oz,evenStrength,0,311,1731661,80264,59.53713226,-14.33235168,1
pass,successful,south,830.0333,outsideNorthEast,oz,evenStrength,0,311,237838,80264,76.13419342,39.98529434,0
reception,successful,regular,830.86664,eastPoint,oz,evenStrength,0,311,80,80264,43.44301605,36.96764755,0
pass,failed,slot,830.9667,eastPoint,oz,evenStrength,0,311,80,80264,45.45478058,35.96176529,0
pass,successful,outletoffboards,835.56665,westPointDZ,dz,evenStrength,0,315,78625,5152,-41.94205093,38.97647095,0
reception,successful,regular,838.4,southWestBoardsNZ,nz,evenStrength,0,315,20161,5152,-12.26851654,-40.48823547,0
pass,successful,outletoffboards,842.2,outsideNorthEastDZ,dz,evenStrength,0,311,5152,80264,-95.86383057,-9.302940369,0
reception,successful,regular,844.63336,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-52.61088562,-39.98235321,0
pass,failed,outlet,848.36664,westPointDZ,dz,evenStrength,0,315,202206,5152,-46.46852112,37.46764374,0
pass,successful,outlet,848.9667,westPointDZ,dz,evenStrength,0,315,202206,5152,-53.50969696,37.97058868,0
reception,successful,regular,850.06665,westPointDZ,dz,evenStrength,0,315,20775372,5152,-41.94205093,37.97058868,0
pass,successful,d2d,852.0333,westPointDZ,dz,evenStrength,0,315,20775372,5152,-31.88322449,36.96470642,0
reception,successful,regular,852.9,centerPointDZ,dz,evenStrength,0,315,202206,5152,-37.41558075,-8.299999237,0
pass,failed,north,860.73334,eastPoint,oz,evenStrength,0,315,202206,5152,52.10795593,36.46176147,0
pass,successful,d2doffboards,863.2,outsideNorthEastDZ,dz,evenStrength,0,311,109372,80264,-84.7991333,-32.94117737,0
reception,successful,regular,864.7,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-98.88148499,-7.291175842,0
pass,successful,d2doffboards,864.73334,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-98.37854004,-6.285293579,0
reception,successful,regular,866.6,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-96.86972046,-16.84705734,0
pass,successful,south,869.93335,outsideNorthEast,oz,evenStrength,0,315,110856,5152,95.36088562,19.361763,0
reception,successful,regular,871.1,outsideNorthEast,oz,evenStrength,0,315,41952,5152,92.34324646,23.38529205,0
pass,successful,south,878.3333,outsideNorthEast,oz,evenStrength,0,315,41952,5152,81.78147888,34.95294189,0
reception,successful,regular,878.36664,eastPoint,oz,evenStrength,0,315,79380,5152,43.06286621,23.888237,0
shot,failed,outsideblocked,879.6,eastPoint,oz,evenStrength,0,315,79380,5152,45.57757568,21.37352753,1
shot,failed,outsideblocked,881.26666,outsideNorthWest,oz,evenStrength,0,315,400162,5152,64.68147278,-28.41764641,0
pass,successful,northoffboards,885.9,westPoint,oz,evenStrength,0,315,400162,5152,35.51089478,-39.48235321,0
reception,successful,regular,887.86664,outsideNorthWest,oz,evenStrength,0,315,110856,5152,94.85795593,-20.87352943,0
pass,failed,northoffboards,888.6667,outsideNorthWest,oz,evenStrength,0,315,110856,5152,94.85795593,-24.39411736,0
pass,successful,eastwest,894.2,outsideNorthEast,oz,powerPlay,0,315,78625,5152,69.71875,31.9352951,0
